Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
knob-cap,90.0 ± 1.6,98.0 ± 0.4,93.7 ± 0.6,91.3 ± 0.3,30.5 ± 0.4,30.0 ± 0.2,70.3 ± 0.6,70.3 ± 8.5,49.9 ± 8.2,29.5 ± 4.1,92.8 ± 3.4,98.9 ± 0.5,97.5 ± 0.7,28.0 ± 12.0,26.7 ± 10.1,21.3 ± 8.3
laser_diode,61.8 ± 4.5,90.1 ± 1.4,91.7 ± 0.1,80.4 ± 0.3,3.6 ± 0.1,10.2 ± 0.2,71.0 ± 1.0,95.3 ± 2.1,89.9 ± 1.2,83.6 ± 2.4,73.4 ± 6.4,95.8 ± 1.1,94.0 ± 0.1,96.0 ± 4.0,88.0 ± 10.6,77.3 ± 16.2
lattice_block_plug,73.4 ± 0.4,93.4 ± 0.3,91.9 ± 0.2,94.5 ± 0.1,42.3 ± 0.2,45.5 ± 0.4,79.5 ± 0.3,83.3 ± 1.5,69.6 ± 4.7,62.6 ± 5.0,87.5 ± 3.8,98.2 ± 0.6,95.2 ± 0.3,65.3 ± 9.2,57.3 ± 2.3,40.0 ± 4.0
lego-pin-connector-plate,98.3 ± 0.2,99.8 ± 0.1,98.7 ± 0.1,99.0 ± 0.0,78.5 ± 0.2,73.9 ± 0.2,94.4 ± 0.1,11.4 ± 0.5,9.1 ± 0.5,5.7 ± 0.4,99.5 ± 0.1,99.9 ± 0.0,99.1 ± 0.1,8.0 ± 4.0,4.0 ± 0.0,0.0 ± 0.0
lego-propeller,89.9 ± 1.9,98.3 ± 0.4,95.5 ± 0.3,95.5 ± 0.2,61.3 ± 2.4,61.1 ± 1.9,83.3 ± 0.3,62.4 ± 3.1,35.4 ± 6.9,25.5 ± 7.8,88.6 ± 2.9,98.4 ± 0.5,96.0 ± 0.6,54.7 ± 8.3,44.0 ± 10.6,38.7 ± 6.1
lego-reel,90.2 ± 0.9,98.6 ± 0.2,94.8 ± 0.2,92.6 ± 0.1,56.4 ± 0.3,57.6 ± 0.2,92.4 ± 0.2,69.9 ± 3.0,51.2 ± 2.4,29.9 ± 0.9,99.4 ± 0.6,99.9 ± 0.1,99.0 ± 0.7,12.0 ± 8.0,2.7 ± 4.6,1.3 ± 2.3
lego-technical-gear,93.0 ± 0.4,98.7 ± 0.0,94.8 ± 0.4,97.7 ± 0.1,66.2 ± 0.8,64.9 ± 0.6,88.2 ± 0.3,77.8 ± 6.8,44.7 ± 1.4,12.3 ± 1.1,97.3 ± 0.2,99.6 ± 0.0,98.7 ± 0.3,13.3 ± 2.3,12.0 ± 0.0,10.7 ± 2.3
lego-turbine,95.9 ± 0.6,98.8 ± 0.2,95.2 ± 0.2,97.5 ± 0.1,72.3 ± 0.6,68.5 ± 0.5,88.4 ± 0.3,30.1 ± 1.7,19.1 ± 1.6,12.0 ± 1.3,93.2 ± 4.8,99.1 ± 0.6,97.0 ± 1.6,40.0 ± 27.7,32.0 ± 24.3,30.7 ± 23.1
lighting_connector,87.0 ± 0.2,96.9 ± 0.0,90.7 ± 0.2,97.3 ± 0.1,69.5 ± 0.7,64.2 ± 0.5,77.4 ± 0.2,86.7 ± 1.2,71.9 ± 3.4,52.8 ± 1.3,83.8 ± 0.4,97.5 ± 0.2,94.2 ± 0.1,89.3 ± 8.3,84.0 ± 4.0,58.7 ± 2.3
lilypad_led,87.8 ± 1.8,97.9 ± 0.4,95.0 ± 0.4,91.9 ± 0.1,48.8 ± 1.6,52.3 ± 1.6,85.6 ± 0.2,67.2 ± 6.9,53.1 ± 6.7,38.7 ± 7.7,92.7 ± 2.4,98.0 ± 0.5,97.8 ± 0.8,24.0 ± 8.0,22.7 ± 10.1,16.0 ± 8.0
limit-switch,93.3 ± 0.4,98.2 ± 0.1,93.1 ± 0.2,95.7 ± 0.1,36.8 ± 0.6,42.4 ± 0.2,84.0 ± 0.2,65.8 ± 4.1,36.2 ± 3.3,20.9 ± 2.4,97.0 ± 0.3,99.6 ± 0.0,97.4 ± 0.4,30.7 ± 12.2,18.7 ± 2.3,8.0 ± 0.0
lithium_battery_plug,93.8 ± 0.4,99.0 ± 0.1,95.9 ± 0.1,98.2 ± 0.1,68.5 ± 0.4,65.2 ± 0.3,85.4 ± 0.5,48.4 ± 1.8,30.1 ± 2.6,16.9 ± 1.1,98.0 ± 0.2,99.7 ± 0.0,99.0 ± 0.3,12.0 ± 0.0,8.0 ± 0.0,6.7 ± 2.3
littel-fuse,94.0 ± 0.4,99.2 ± 0.1,96.0 ± 0.3,81.1 ± 0.3,43.2 ± 0.4,47.6 ± 0.5,77.9 ± 0.3,52.4 ± 4.9,30.7 ± 1.2,16.4 ± 1.2,96.4 ± 0.5,99.5 ± 0.1,98.0 ± 0.3,22.7 ± 2.3,17.3 ± 4.6,12.0 ± 4.0
little_cow_model,69.3 ± 1.8,92.1 ± 0.5,92.3 ± 0.1,96.6 ± 0.2,44.5 ± 1.2,49.0 ± 1.0,82.5 ± 0.1,90.4 ± 3.1,84.1 ± 3.8,75.7 ± 3.7,70.6 ± 1.0,94.4 ± 0.6,94.1 ± 0.0,90.7 ± 2.3,76.0 ± 6.9,62.7 ± 2.3
lock,94.4 ± 0.3,99.1 ± 0.1,96.4 ± 0.4,86.6 ± 0.1,42.6 ± 0.1,45.1 ± 0.2,65.7 ± 0.3,39.1 ± 4.7,26.1 ± 0.4,18.0 ± 1.5,96.7 ± 0.3,99.4 ± 0.1,99.0 ± 0.3,12.0 ± 4.0,10.7 ± 2.3,8.0 ± 0.0
long-zipper,93.1 ± 0.6,98.9 ± 0.1,95.5 ± 0.3,86.3 ± 0.1,15.0 ± 0.6,18.3 ± 1.2,80.9 ± 0.5,55.7 ± 6.1,34.1 ± 2.2,19.0 ± 2.9,97.0 ± 1.0,99.6 ± 0.2,97.7 ± 0.6,26.7 ± 12.2,21.3 ± 10.1,5.3 ± 2.3
meteor_hammer_arrowhead,82.6 ± 1.4,96.6 ± 0.3,92.1 ± 0.1,97.0 ± 0.1,63.6 ± 0.6,61.9 ± 0.3,87.2 ± 0.2,85.1 ± 2.9,72.9 ± 1.8,59.1 ± 5.9,91.7 ± 2.4,98.9 ± 0.4,95.5 ± 0.6,65.3 ± 14.0,48.0 ± 17.4,24.0 ± 4.0
miniature_laser_module,89.1 ± 1.7,98.4 ± 0.3,95.0 ± 0.2,96.2 ± 0.1,47.6 ± 2.0,51.2 ± 1.9,87.0 ± 0.1,65.9 ± 3.4,52.1 ± 3.7,38.4 ± 3.3,96.4 ± 1.4,99.5 ± 0.2,97.1 ± 1.2,40.0 ± 27.7,24.0 ± 14.4,12.0 ± 10.6
miniature_lifting_motor,78.0 ± 0.7,96.7 ± 0.2,94.0 ± 0.0,97.9 ± 0.1,78.2 ± 0.6,77.2 ± 0.2,72.7 ± 0.2,93.0 ± 1.4,83.6 ± 3.6,69.5 ± 2.8,75.4 ± 2.1,96.4 ± 0.4,94.3 ± 0.2,93.3 ± 6.1,85.3 ± 2.3,62.7 ± 4.6
miniature_motor,87.0 ± 5.1,97.7 ± 1.2,95.9 ± 0.3,98.3 ± 0.1,62.1 ± 4.4,58.9 ± 4.2,84.6 ± 1.1,53.6 ± 6.4,43.1 ± 4.3,33.0 ± 5.3,92.2 ± 8.3,98.7 ± 1.5,97.9 ± 0.7,26.4 ± 17.3,22.2 ± 20.5,19.4 ± 22.9
miniature_stepper_motor,93.0 ± 0.1,99.1 ± 0.0,95.6 ± 0.2,92.8 ± 0.0,62.9 ± 0.2,60.3 ± 0.4,72.2 ± 0.3,58.4 ± 5.6,41.6 ± 1.4,26.9 ± 1.8,98.3 ± 0.1,99.8 ± 0.0,98.5 ± 0.2,9.3 ± 2.3,9.3 ± 2.3,4.0 ± 0.0
mobile_charging_connector,91.1 ± 0.2,98.7 ± 0.1,95.7 ± 0.1,98.1 ± 0.0,81.2 ± 0.2,76.0 ± 0.1,87.0 ± 0.1,54.4 ± 0.8,42.7 ± 0.5,32.3 ± 2.3,92.4 ± 1.3,98.9 ± 0.2,95.9 ± 0.3,56.0 ± 8.0,37.3 ± 2.3,22.7 ± 12.2
model_steering_module,89.5 ± 0.7,98.0 ± 0.1,93.4 ± 0.4,99.0 ± 0.1,57.3 ± 0.0,61.3 ± 0.3,88.9 ± 0.7,70.4 ± 4.8,51.6 ± 6.0,33.5 ± 3.3,90.5 ± 0.4,98.7 ± 0.0,96.3 ± 0.6,54.7 ± 10.1,45.3 ± 4.6,34.7 ± 2.3
monitor_socket,91.4 ± 0.1,98.7 ± 0.1,95.5 ± 0.2,98.5 ± 0.1,76.5 ± 0.2,68.6 ± 0.1,89.8 ± 0.3,57.5 ± 0.5,41.1 ± 0.5,28.6 ± 0.5,90.0 ± 1.1,98.5 ± 0.2,95.9 ± 0.2,57.3 ± 8.3,45.3 ± 2.3,29.3 ± 4.6
motor_bracket,86.7 ± 1.4,98.1 ± 0.3,94.2 ± 0.1,96.4 ± 0.1,74.4 ± 1.1,70.5 ± 1.1,78.7 ± 0.5,81.6 ± 1.8,61.2 ± 3.3,46.4 ± 4.2,92.3 ± 0.9,98.9 ± 0.2,96.1 ± 0.5,61.3 ± 16.2,42.7 ± 6.1,26.7 ± 4.6
motor_gear_reducer,75.2 ± 1.1,95.6 ± 0.4,93.8 ± 0.1,81.6 ± 0.2,16.5 ± 0.4,25.0 ± 0.1,65.2 ± 0.1,89.5 ± 0.8,80.7 ± 2.9,70.2 ± 1.6,74.7 ± 2.7,95.9 ± 0.8,94.4 ± 0.1,86.7 ± 2.3,81.3 ± 2.3,74.7 ± 2.3
motor_plug,92.3 ± 1.1,98.8 ± 0.2,96.2 ± 0.1,98.2 ± 0.1,79.7 ± 1.5,74.6 ± 1.0,91.3 ± 0.2,46.7 ± 1.2,30.0 ± 0.8,25.1 ± 0.5,99.5 ± 0.5,99.9 ± 0.1,98.7 ± 0.9,13.3 ± 12.2,0.0 ± 0.0,0.0 ± 0.0
mouse_socket,85.4 ± 0.6,97.1 ± 0.1,92.3 ± 0.3,98.5 ± 0.1,65.2 ± 0.4,63.2 ± 0.4,78.1 ± 0.3,83.6 ± 3.7,71.6 ± 4.0,53.4 ± 5.4,85.6 ± 0.3,97.9 ± 0.1,94.4 ± 0.3,88.0 ± 0.0,73.3 ± 2.3,45.3 ± 6.1
multi_function_switch,96.8 ± 0.6,99.6 ± 0.1,97.6 ± 0.1,84.6 ± 0.1,49.6 ± 0.6,54.6 ± 0.5,74.2 ± 0.2,27.2 ± 3.2,19.2 ± 4.2,12.0 ± 3.7,99.5 ± 0.1,99.9 ± 0.0,99.2 ± 0.5,5.3 ± 2.3,2.7 ± 2.3,1.3 ± 2.3
nylon_ball_head,91.0 ± 1.4,98.7 ± 0.2,95.5 ± 0.4,92.9 ± 0.1,65.1 ± 0.7,65.7 ± 0.8,77.3 ± 0.4,62.7 ± 7.3,43.5 ± 4.4,28.0 ± 5.0,91.4 ± 1.5,98.7 ± 0.3,97.3 ± 0.3,34.7 ± 2.3,29.3 ± 2.3,22.7 ± 2.3
optical_fiber_outlet,94.3 ± 0.7,99.2 ± 0.1,95.7 ± 0.4,98.8 ± 0.1,81.6 ± 0.5,76.5 ± 0.7,90.9 ± 0.3,58.5 ± 8.5,35.4 ± 3.6,18.4 ± 2.4,96.1 ± 0.6,99.5 ± 0.1,97.1 ± 0.2,44.0 ± 4.0,18.7 ± 2.3,12.0 ± 4.0
pencil_sharpener,90.9 ± 0.6,98.6 ± 0.1,94.9 ± 0.2,98.7 ± 0.1,61.3 ± 0.5,58.0 ± 0.6,86.8 ± 0.9,62.5 ± 3.8,49.3 ± 3.2,30.6 ± 4.8,95.8 ± 0.1,99.4 ± 0.1,97.5 ± 0.0,26.7 ± 2.3,21.3 ± 4.6,17.3 ± 2.3
pinboard_connector,86.6 ± 0.3,98.2 ± 0.1,94.1 ± 0.0,84.9 ± 0.4,27.8 ± 0.2,32.0 ± 0.1,82.1 ± 0.2,97.9 ± 0.9,76.0 ± 2.4,51.7 ± 2.0,85.2 ± 1.2,98.1 ± 0.2,94.7 ± 0.4,81.3 ± 2.3,77.3 ± 2.3,73.3 ± 2.3
pitch_connector,90.1 ± 0.8,98.3 ± 0.2,93.4 ± 0.3,92.1 ± 0.2,73.1 ± 0.6,71.4 ± 0.6,85.8 ± 0.4,76.3 ± 5.8,60.2 ± 4.9,39.4 ± 1.3,90.2 ± 1.4,98.7 ± 0.2,94.8 ± 0.2,74.7 ± 6.1,60.0 ± 8.0,41.3 ± 9.2
pneumatic_elbow,82.7 ± 0.5,97.2 ± 0.1,94.9 ± 0.1,91.6 ± 0.3,63.9 ± 1.1,62.4 ± 1.0,64.5 ± 0.9,69.3 ± 2.8,59.1 ± 3.8,47.4 ± 3.5,84.7 ± 1.8,97.8 ± 0.3,95.0 ± 0.0,76.0 ± 4.0,69.3 ± 8.3,52.0 ± 0.0
pot_core,95.6 ± 0.6,99.3 ± 0.1,97.3 ± 0.3,92.1 ± 0.1,60.4 ± 0.5,59.5 ± 0.3,63.2 ± 0.7,27.7 ± 4.3,16.8 ± 2.4,13.9 ± 2.1,98.4 ± 0.0,99.7 ± 0.0,99.5 ± 0.0,5.3 ± 2.3,4.0 ± 0.0,4.0 ± 0.0
potentiometer,83.5 ± 1.0,95.8 ± 0.2,94.5 ± 1.3,97.9 ± 0.6,42.5 ± 2.7,41.2 ± 1.5,91.2 ± 2.1,49.6 ± 14.2,41.8 ± 7.5,37.5 ± 5.7,87.6 ± 19.4,98.2 ± 2.8,97.5 ± 2.8,37.3 ± 50.8,37.3 ± 50.8,36.0 ± 52.0
power_bank_module,89.8 ± 1.0,98.3 ± 0.2,94.0 ± 0.3,77.9 ± 0.2,36.3 ± 0.3,41.0 ± 0.3,70.4 ± 0.5,76.3 ± 4.4,58.5 ± 5.8,29.0 ± 2.2,90.7 ± 0.7,98.4 ± 0.2,97.5 ± 0.9,29.3 ± 8.3,25.3 ± 8.3,17.3 ± 2.3
power_inductor,81.7 ± 1.1,96.4 ± 0.2,94.4 ± 0.2,94.1 ± 0.2,39.4 ± 1.6,41.1 ± 2.2,74.8 ± 0.5,67.3 ± 2.7,56.1 ± 1.1,44.1 ± 2.4,87.9 ± 1.0,98.3 ± 0.2,94.9 ± 0.8,76.0 ± 14.4,56.0 ± 12.0,38.7 ± 10.1
power_jack,80.0 ± 2.7,96.6 ± 0.6,94.3 ± 0.2,88.4 ± 0.9,3.7 ± 0.4,8.2 ± 1.0,62.6 ± 2.1,84.1 ± 5.1,72.9 ± 4.3,54.2 ± 7.1,88.9 ± 4.1,98.4 ± 0.7,96.1 ± 0.9,57.3 ± 16.2,46.7 ± 8.3,36.0 ± 4.0
power_strip_socket,82.6 ± 0.9,94.2 ± 0.5,87.4 ± 0.3,97.4 ± 0.0,51.4 ± 0.5,55.5 ± 0.1,82.0 ± 0.2,86.6 ± 3.0,74.3 ± 3.2,56.1 ± 1.4,91.4 ± 1.1,98.7 ± 0.3,95.9 ± 0.3,52.0 ± 4.0,45.3 ± 2.3,24.0 ± 6.9
pulse_transformer,72.3 ± 3.7,93.4 ± 1.0,94.0 ± 0.8,86.4 ± 1.2,38.1 ± 0.4,39.9 ± 0.9,71.3 ± 2.9,80.3 ± 14.0,67.4 ± 9.1,60.6 ± 6.7,73.7 ± 3.1,94.7 ± 0.5,94.8 ± 0.5,72.0 ± 4.0,54.7 ± 6.1,50.7 ± 4.6
purple-clay-pot,97.0 ± 0.1,99.5 ± 0.0,97.6 ± 0.1,98.2 ± 0.1,73.6 ± 0.6,71.9 ± 0.0,89.8 ± 0.1,22.6 ± 0.8,14.0 ± 0.8,5.9 ± 0.0,99.0 ± 0.1,99.8 ± 0.0,99.2 ± 0.0,7.4 ± 0.0,7.4 ± 0.0,6.2 ± 2.1
push_button_switch,93.2 ± 0.5,98.9 ± 0.1,95.6 ± 0.4,96.4 ± 0.1,43.6 ± 1.0,45.3 ± 0.3,72.0 ± 0.4,54.8 ± 3.4,34.5 ± 3.4,19.8 ± 1.8,98.5 ± 0.5,99.8 ± 0.1,98.3 ± 0.5,20.0 ± 6.9,14.7 ± 2.3,2.7 ± 2.3
push_in_terminal,83.8 ± 0.8,97.7 ± 0.1,95.6 ± 0.4,97.1 ± 0.2,45.1 ± 2.1,50.5 ± 3.6,87.5 ± 0.7,65.8 ± 3.1,59.5 ± 4.6,48.5 ± 3.5,93.5 ± 1.9,99.2 ± 0.2,97.1 ± 1.2,43.5 ± 22.6,37.7 ± 16.5,27.5 ± 15.3
recorder_switch,75.9 ± 1.8,95.7 ± 0.3,94.0 ± 0.1,98.1 ± 0.1,31.2 ± 1.8,37.4 ± 1.1,81.8 ± 0.9,86.4 ± 1.8,75.6 ± 4.8,60.4 ± 4.6,80.3 ± 1.7,96.8 ± 0.5,94.5 ± 0.2,86.7 ± 6.1,74.7 ± 8.3,50.7 ± 4.6
rectangular-connector-accessories,87.1 ± 0.5,94.1 ± 0.1,87.7 ± 0.6,96.2 ± 0.2,45.8 ± 0.4,49.9 ± 0.2,86.8 ± 0.7,81.9 ± 4.2,61.4 ± 4.1,37.3 ± 2.7,94.2 ± 1.6,99.2 ± 0.3,96.6 ± 0.2,48.0 ± 10.6,30.7 ± 6.1,14.7 ± 2.3
red_terminal,88.0 ± 1.3,97.9 ± 0.2,93.7 ± 0.5,98.1 ± 0.1,67.7 ± 0.7,69.9 ± 0.2,87.5 ± 0.2,81.6 ± 7.4,56.2 ± 5.6,39.1 ± 6.2,88.8 ± 0.9,98.4 ± 0.1,95.5 ± 0.3,64.0 ± 10.6,42.7 ± 9.2,36.0 ± 4.0
retaining_ring,89.2 ± 1.6,97.7 ± 0.3,92.0 ± 0.7,81.0 ± 0.1,46.9 ± 0.2,43.6 ± 0.2,68.0 ± 0.2,79.1 ± 4.5,56.3 ± 9.3,41.5 ± 7.6,92.3 ± 1.0,98.9 ± 0.2,95.2 ± 0.5,66.7 ± 12.9,45.3 ± 10.1,22.7 ± 4.6
rheostat,78.6 ± 2.4,96.4 ± 0.5,94.3 ± 0.1,96.7 ± 0.5,45.1 ± 3.5,47.5 ± 2.7,86.1 ± 1.1,80.9 ± 2.8,67.7 ± 4.8,53.7 ± 6.1,85.5 ± 1.8,97.7 ± 0.3,94.8 ± 0.9,73.3 ± 18.9,52.0 ± 4.0,41.3 ± 8.3
rotary_position_sensor,86.5 ± 0.6,97.7 ± 0.1,93.1 ± 0.1,84.6 ± 0.2,36.3 ± 0.6,41.4 ± 0.7,68.1 ± 0.2,82.1 ± 2.0,67.1 ± 1.0,50.0 ± 2.9,94.3 ± 1.5,99.2 ± 0.2,96.7 ± 0.8,40.0 ± 12.0,26.7 ± 10.1,18.7 ± 6.1
round_twist_switch,80.6 ± 0.2,96.6 ± 0.1,93.4 ± 0.1,95.1 ± 0.2,38.5 ± 2.1,41.9 ± 2.2,60.1 ± 0.5,93.5 ± 0.7,84.4 ± 0.8,65.0 ± 2.7,87.8 ± 0.6,98.4 ± 0.1,94.5 ± 0.2,80.0 ± 10.6,69.3 ± 6.1,52.0 ± 4.0
self-lock_switch,79.3 ± 0.4,96.5 ± 0.1,94.1 ± 0.1,94.8 ± 0.1,44.7 ± 0.4,47.8 ± 0.3,79.6 ± 0.1,92.2 ± 2.1,78.9 ± 2.8,64.3 ± 2.4,82.6 ± 1.7,96.5 ± 0.4,95.9 ± 0.3,60.0 ± 0.0,46.7 ± 4.6,38.7 ± 6.1
shelf_support_module,93.4 ± 0.3,99.0 ± 0.1,96.7 ± 0.2,87.1 ± 0.3,45.6 ± 0.7,45.1 ± 0.3,71.4 ± 0.5,42.0 ± 1.9,35.4 ± 1.4,23.0 ± 1.3,96.1 ± 0.8,99.5 ± 0.1,97.5 ± 0.2,36.0 ± 4.0,32.0 ± 0.0,17.3 ± 4.6
side_press_switch,97.0 ± 0.1,99.6 ± 0.0,96.8 ± 0.1,98.6 ± 0.0,83.0 ± 0.2,76.7 ± 0.2,89.9 ± 0.4,41.9 ± 0.9,18.4 ± 2.1,6.4 ± 0.8,99.3 ± 0.2,99.9 ± 0.0,98.7 ± 0.3,12.0 ± 0.0,4.0 ± 4.0,1.3 ± 2.3
side_release_buckle,79.8 ± 3.7,96.6 ± 0.7,94.5 ± 0.1,93.8 ± 0.6,26.6 ± 4.8,30.2 ± 6.4,85.0 ± 1.4,77.4 ± 2.0,65.3 ± 3.4,45.6 ± 7.5,76.1 ± 10.9,96.0 ± 2.0,94.8 ± 1.2,77.3 ± 25.7,60.0 ± 12.0,52.0 ± 17.4
silicon_cell_sensor,76.9 ± 2.3,96.2 ± 0.4,94.2 ± 0.0,98.3 ± 0.1,51.1 ± 1.7,50.5 ± 1.5,90.8 ± 0.3,92.0 ± 4.2,84.3 ± 5.1,64.3 ± 8.8,92.7 ± 0.9,98.4 ± 0.3,97.8 ± 0.6,21.3 ± 8.3,14.7 ± 2.3,12.0 ± 4.0
sim_card_reader,94.3 ± 1.8,99.3 ± 0.3,95.5 ± 0.5,88.4 ± 0.4,61.9 ± 0.9,64.1 ± 0.5,79.9 ± 0.9,59.9 ± 6.3,37.5 ± 12.1,20.6 ± 10.4,98.7 ± 1.0,99.8 ± 0.1,98.0 ± 1.0,21.3 ± 14.0,8.0 ± 8.0,0.0 ± 0.0
single-pole_potentiometer,72.2 ± 0.9,94.8 ± 0.3,93.3 ± 0.0,93.2 ± 0.3,25.5 ± 3.2,32.2 ± 2.0,64.7 ± 0.3,96.5 ± 2.2,89.6 ± 3.6,77.3 ± 0.7,88.3 ± 0.6,98.4 ± 0.1,94.7 ± 0.4,84.0 ± 6.9,64.0 ± 8.0,42.7 ± 4.6
single_switch,83.7 ± 0.3,97.5 ± 0.1,94.1 ± 0.0,97.7 ± 0.1,52.8 ± 2.1,55.4 ± 2.6,64.4 ± 0.4,91.8 ± 1.8,77.2 ± 5.4,47.9 ± 3.7,93.7 ± 0.6,99.2 ± 0.1,96.0 ± 0.1,60.0 ± 4.0,33.3 ± 2.3,17.3 ± 4.6
slide_switch,92.4 ± 0.3,98.9 ± 0.1,96.1 ± 0.0,92.7 ± 0.1,26.7 ± 0.2,28.4 ± 0.1,60.7 ± 0.3,51.4 ± 1.6,40.3 ± 1.4,25.1 ± 1.2,99.6 ± 0.0,99.9 ± 0.0,99.7 ± 0.0,4.0 ± 0.0,4.0 ± 0.0,0.0 ± 0.0
slipper- model,88.1 ± 0.6,98.1 ± 0.2,94.8 ± 0.1,93.8 ± 0.1,53.8 ± 0.9,55.6 ± 0.7,82.3 ± 0.2,74.1 ± 2.4,54.1 ± 3.2,35.7 ± 2.0,96.5 ± 0.3,99.3 ± 0.1,99.4 ± 0.1,8.0 ± 0.0,8.0 ± 0.0,6.7 ± 2.3
small_leaf,90.0 ± 1.3,98.2 ± 0.3,93.3 ± 0.0,93.6 ± 0.2,31.4 ± 0.5,36.9 ± 0.9,82.2 ± 0.4,77.8 ± 1.3,56.8 ± 2.5,34.2 ± 5.7,95.8 ± 1.5,99.4 ± 0.2,97.9 ± 0.5,24.0 ± 6.9,21.3 ± 8.3,18.7 ± 6.1
smd_receiver_module,70.5 ± 2.1,91.2 ± 0.7,89.9 ± 0.1,89.7 ± 0.2,37.8 ± 0.3,40.2 ± 0.2,63.2 ± 0.7,89.1 ± 3.2,81.8 ± 2.0,73.0 ± 3.0,83.5 ± 5.4,97.5 ± 0.8,95.1 ± 0.4,68.0 ± 12.0,61.3 ± 8.3,49.3 ± 11.5
solderless_adapter,89.6 ± 0.6,98.6 ± 0.1,94.7 ± 0.7,94.7 ± 0.1,40.2 ± 0.3,40.8 ± 0.4,89.5 ± 0.1,75.5 ± 13.4,56.8 ± 11.8,35.5 ± 2.8,91.5 ± 1.2,98.8 ± 0.2,95.8 ± 0.4,57.3 ± 8.3,42.7 ± 9.2,25.3 ± 10.1
spherical_airstone,92.0 ± 0.4,98.7 ± 0.1,95.5 ± 0.2,95.4 ± 0.1,46.1 ± 0.8,47.0 ± 0.8,74.2 ± 0.4,53.1 ± 2.2,37.2 ± 2.5,24.6 ± 1.1,97.1 ± 0.6,99.6 ± 0.1,98.3 ± 0.3,20.8 ± 4.2,16.7 ± 4.2,12.5 ± 0.0
spring_antenna,88.7 ± 0.5,97.6 ± 0.1,93.8 ± 0.4,91.5 ± 0.4,32.0 ± 0.3,31.8 ± 1.6,81.9 ± 0.8,67.9 ± 3.7,47.9 ± 3.7,35.9 ± 3.2,88.4 ± 0.9,98.3 ± 0.1,95.7 ± 0.6,58.7 ± 8.3,49.3 ± 8.3,34.7 ± 9.2
square_terminal,95.5 ± 1.0,99.4 ± 0.1,95.9 ± 0.4,84.2 ± 0.1,56.5 ± 0.3,59.7 ± 0.6,79.2 ± 0.2,64.8 ± 3.3,28.6 ± 8.8,8.5 ± 9.1,99.4 ± 0.5,99.9 ± 0.1,99.7 ± 0.2,5.6 ± 2.4,2.8 ± 2.4,2.8 ± 2.4
steering_T-head,98.7 ± 0.3,99.8 ± 0.1,98.4 ± 0.2,98.8 ± 0.1,77.1 ± 0.4,74.0 ± 0.3,94.5 ± 0.1,15.1 ± 3.5,7.1 ± 1.3,2.7 ± 1.7,99.9 ± 0.2,100.0 ± 0.1,99.9 ± 0.1,1.3 ± 2.3,1.3 ± 2.3,0.0 ± 0.0
steering_wheel,84.4 ± 0.7,97.8 ± 0.1,94.5 ± 0.2,97.9 ± 0.6,70.9 ± 3.1,63.6 ± 1.1,73.8 ± 1.5,81.1 ± 5.9,63.5 ± 3.2,50.7 ± 0.9,86.1 ± 0.9,98.1 ± 0.1,95.1 ± 0.4,72.0 ± 6.9,50.7 ± 4.6,44.0 ± 4.0
suction-cup,82.7 ± 1.0,96.4 ± 0.3,92.8 ± 0.1,96.2 ± 0.1,65.8 ± 0.7,63.9 ± 0.8,82.6 ± 0.2,80.1 ± 1.6,69.3 ± 1.9,52.6 ± 3.1,85.0 ± 1.2,98.0 ± 0.2,94.6 ± 0.5,84.0 ± 8.0,74.7 ± 11.5,60.0 ± 14.4
telephone_spring_switch,88.5 ± 2.3,98.5 ± 0.3,94.7 ± 0.4,94.5 ± 0.2,70.5 ± 0.6,67.8 ± 0.2,79.5 ± 1.0,78.4 ± 9.4,60.0 ± 10.0,42.9 ± 9.9,98.2 ± 1.0,99.7 ± 0.1,97.7 ± 0.8,25.3 ± 9.2,14.7 ± 11.5,2.7 ± 2.3
tension_snap_release_clip,96.1 ± 1.0,99.4 ± 0.2,97.7 ± 0.2,93.5 ± 0.1,58.6 ± 0.1,58.5 ± 0.1,89.0 ± 0.3,23.3 ± 2.1,16.0 ± 3.8,11.4 ± 3.8,97.2 ± 0.8,99.6 ± 0.1,98.2 ± 0.5,22.7 ± 6.1,20.0 ± 6.9,12.0 ± 4.0
thumbtack,92.9 ± 0.2,98.6 ± 0.1,93.7 ± 0.1,97.6 ± 0.1,48.0 ± 0.2,49.0 ± 0.2,92.3 ± 0.1,67.4 ± 2.1,41.9 ± 1.3,24.0 ± 1.4,98.2 ± 0.2,99.7 ± 0.1,98.5 ± 0.2,14.7 ± 2.3,12.0 ± 0.0,4.0 ± 0.0
thyristor,99.9 ± 0.1,100.0 ± 0.0,99.8 ± 0.1,95.8 ± 0.1,40.6 ± 0.8,41.0 ± 0.7,90.8 ± 0.2,1.3 ± 0.5,0.3 ± 0.5,0.3 ± 0.5,100.0 ± 0.0,100.0 ± 0.0,100.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
