Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
toy-tire,92.2 ± 0.3,98.9 ± 0.1,93.9 ± 0.3,95.4 ± 0.2,70.2 ± 1.2,68.0 ± 1.2,73.9 ± 0.8,77.4 ± 5.5,55.1 ± 3.3,27.7 ± 2.1,97.9 ± 0.6,99.7 ± 0.1,97.4 ± 0.4,34.7 ± 12.1,7.0 ± 4.8,1.4 ± 2.4
traceless_hair_clip,98.1 ± 0.9,99.8 ± 0.2,97.3 ± 0.8,99.1 ± 0.1,79.9 ± 0.4,75.6 ± 0.3,90.2 ± 0.7,34.9 ± 15.5,8.0 ± 8.2,1.0 ± 1.8,99.7 ± 0.5,100.0 ± 0.1,99.2 ± 0.7,2.7 ± 4.6,0.0 ± 0.0,0.0 ± 0.0
travel_switch,82.3 ± 0.2,97.2 ± 0.1,94.4 ± 0.1,87.1 ± 0.6,28.9 ± 2.4,36.5 ± 1.6,62.1 ± 1.0,83.5 ± 3.3,69.3 ± 2.6,53.1 ± 2.0,92.7 ± 0.6,98.9 ± 0.1,96.5 ± 0.3,49.3 ± 8.3,33.3 ± 6.1,17.3 ± 6.1
travel_switch_green,87.3 ± 3.7,98.1 ± 0.7,94.8 ± 0.2,92.9 ± 0.5,35.1 ± 6.7,38.3 ± 5.9,82.0 ± 1.7,72.8 ± 4.2,57.3 ± 5.6,38.4 ± 3.5,95.2 ± 4.1,99.3 ± 0.6,97.5 ± 1.1,32.0 ± 22.3,24.0 ± 22.3,14.7 ± 18.5
tubular_key_switch,77.4 ± 1.3,96.1 ± 0.3,94.7 ± 0.3,82.6 ± 0.6,24.5 ± 0.9,25.2 ± 1.5,73.6 ± 0.6,77.3 ± 10.3,64.8 ± 4.8,54.7 ± 4.9,83.7 ± 3.5,97.6 ± 0.5,95.2 ± 0.4,72.0 ± 4.0,61.3 ± 6.1,50.7 ± 18.0
vacuum_switch,65.3 ± 1.2,94.2 ± 0.2,94.3 ± 0.1,97.2 ± 0.2,61.6 ± 0.9,62.3 ± 1.7,81.1 ± 1.8,92.0 ± 2.1,88.0 ± 1.4,83.5 ± 1.7,69.2 ± 0.8,95.0 ± 0.1,94.2 ± 0.1,88.0 ± 4.0,86.7 ± 2.3,80.0 ± 4.0
vehicle_harness_conductor,91.1 ± 0.1,98.2 ± 0.2,94.9 ± 0.3,95.0 ± 0.3,49.3 ± 1.3,53.7 ± 1.1,89.2 ± 0.3,58.6 ± 4.8,38.4 ± 0.4,26.4 ± 1.4,92.9 ± 4.0,98.8 ± 0.7,97.5 ± 0.8,30.7 ± 15.1,22.7 ± 6.1,17.3 ± 6.1
vertical-adjustable-resistor,81.1 ± 1.2,94.6 ± 0.2,89.6 ± 0.6,97.3 ± 0.1,59.1 ± 0.7,56.8 ± 0.4,88.7 ± 0.3,86.0 ± 7.0,69.8 ± 5.1,56.0 ± 7.3,79.8 ± 1.7,97.0 ± 0.2,94.9 ± 0.1,81.3 ± 6.1,70.7 ± 6.1,60.0 ± 8.0
vibration_motor,78.4 ± 0.5,94.8 ± 0.2,92.3 ± 0.0,93.6 ± 0.2,34.1 ± 0.3,41.9 ± 0.7,63.2 ± 0.5,86.0 ± 1.2,73.2 ± 1.4,53.9 ± 1.5,95.7 ± 0.6,99.4 ± 0.1,97.1 ± 0.8,34.7 ± 16.2,20.0 ± 4.0,16.0 ± 0.0
volume_potentiometer,79.1 ± 5.4,95.0 ± 1.7,91.7 ± 0.1,95.6 ± 0.4,71.9 ± 3.3,69.1 ± 3.4,76.4 ± 0.9,83.4 ± 2.7,75.4 ± 4.7,63.2 ± 6.8,86.7 ± 8.3,98.1 ± 1.3,95.3 ± 0.6,65.3 ± 12.9,53.3 ± 12.9,41.3 ± 16.2
wireless_receiver_module,67.8 ± 1.0,94.8 ± 0.2,94.1 ± 0.0,74.2 ± 0.6,34.9 ± 0.7,40.2 ± 0.6,59.3 ± 1.1,97.1 ± 1.7,94.4 ± 2.1,82.1 ± 5.9,66.6 ± 2.5,94.8 ± 0.4,94.1 ± 0.0,100.0 ± 0.0,92.0 ± 4.0,76.0 ± 6.9
Mean,84.3 ± 0.1,96.9 ± 0.0,94.2 ± 0.0,92.5 ± 0.1,48.9 ± 0.4,49.9 ± 0.4,77.8 ± 0.2,72.1 ± 0.6,58.3 ± 0.4,44.2 ± 0.4,88.5 ± 0.1,98.2 ± 0.1,96.3 ± 0.1,52.7 ± 1.4,42.4 ± 1.1,32.0 ± 0.8
